Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Camel,deepseek-v3,Blind Trust,187,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,191,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,193,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,194,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,196,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,197,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,201,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,206,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,210,Judges independently and corrects successfully,FAIL
Camel,deepseek-v3,Blind Trust,212,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,215,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,216,Judges independently and corrects successfully,FAIL
Camel,deepseek-v3,Blind Trust,222,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,223,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,224,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,227,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,228,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,231,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,233,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,235,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,238,Judges independently and corrects successfully,FAIL
Camel,deepseek-v3,Blind Trust,247,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,248,Fully accepts incorrect information from other agents,FAIL
Camel,deepseek-v3,Blind Trust,249,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Blind Trust,250,Judges independently but correction fails,FAIL
Camel,deepseek-v3,Critical Information Loss,0,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,1,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,7,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,13,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,17,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,18,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,20,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,23,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,29,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,37,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,45,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,47,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,48,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,53,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,54,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,55,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,56,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,60,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,62,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,63,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,64,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,65,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,71,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,73,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,77,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,82,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,85,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,87,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,95,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,98,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,100,Ignores missing information,PASS
Camel,deepseek-v3,Critical Information Loss,101,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,104,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,108,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,109,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,111,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,113,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,123,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,126,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,127,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,128,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,130,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,133,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,134,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,136,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,137,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,153,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,156,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,161,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,164,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,165,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,172,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,173,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,178,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,179,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,180,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,182,Ignores missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,186,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,187,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,191,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,193,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,194,Uses external information sources to repair,PASS
Camel,deepseek-v3,Critical Information Loss,196,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,197,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,201,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,206,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,210,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,212,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,215,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,216,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,222,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,223,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,224,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,227,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,228,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,231,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,233,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,235,Ignores missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,238,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,247,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,248,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Critical Information Loss,249,Autonomously repairs missing information,FAIL
Camel,deepseek-v3,Critical Information Loss,250,Autonomously repairs missing information,PASS
Camel,deepseek-v3,Hallucination,0,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,1,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,7,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,13,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,17,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,18,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,20,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,23,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,29,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,37,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,45,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,47,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,48,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,53,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,54,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,55,Fully accepts and executes misinformation,FAIL
Camel,deepseek-v3,Hallucination,56,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,60,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,62,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,63,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,64,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,65,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,71,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,73,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,77,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,82,Partially accepts and executes misinformation,FAIL
Camel,deepseek-v3,Hallucination,85,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,87,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,95,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,98,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,100,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,101,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,104,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,108,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,109,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,111,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,113,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,123,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,126,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,127,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,128,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,130,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,133,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,134,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,136,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,137,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,153,Fully accepts and executes misinformation,FAIL
Camel,deepseek-v3,Hallucination,156,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,161,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,164,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,165,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,172,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,173,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,178,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,179,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,180,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,182,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,186,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,187,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,191,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,193,Fully accepts and executes misinformation,FAIL
Camel,deepseek-v3,Hallucination,194,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,196,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,197,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,201,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,206,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,210,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,212,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,215,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,216,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,222,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,223,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,224,Partially accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,227,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,228,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,231,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,233,Detects misinformation and seeks correct information,PASS
Camel,deepseek-v3,Hallucination,235,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Hallucination,238,Infers true intent while executing misinformation,PASS
Camel,deepseek-v3,Hallucination,247,Fully accepts and executes misinformation,FAIL
Camel,deepseek-v3,Hallucination,248,Infers true intent while executing misinformation,FAIL
Camel,deepseek-v3,Hallucination,249,Detects misinformation and seeks correct information,FAIL
Camel,deepseek-v3,Hallucination,250,Fully accepts and executes misinformation,PASS
Camel,deepseek-v3,Instruction Ambiguity,0,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,1,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,7,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,13,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,17,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,18,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,20,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,23,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,29,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,37,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,45,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,47,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,48,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,53,Recognizes vague goal and guesses,PASS
Camel,deepseek-v3,Instruction Ambiguity,54,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,55,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,56,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,60,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,62,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,63,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,64,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,65,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,71,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,73,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,77,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,82,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,85,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,87,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,95,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,98,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,100,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,101,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,104,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,108,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,109,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,111,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,113,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,123,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,126,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,127,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,128,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,130,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,133,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,134,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,136,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,137,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,153,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,156,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,161,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,164,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,165,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,172,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,173,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,178,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,179,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,180,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,182,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,186,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,187,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,191,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,193,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,194,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,196,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,197,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,201,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,206,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,210,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,212,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,215,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,216,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,222,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,223,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,224,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,227,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,228,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,231,Recognizes vagueness but architecture prevents asking,FAIL
Camel,deepseek-v3,Instruction Ambiguity,233,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,235,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,238,Fails to notice instruction ambiguity,FAIL
Camel,deepseek-v3,Instruction Ambiguity,247,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,248,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,249,Recognizes vague goal and guesses,FAIL
Camel,deepseek-v3,Instruction Ambiguity,250,Fails to notice instruction ambiguity,PASS
Camel,deepseek-v3,Instruction Logic Conflict,0,Attempts to correct conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,1,Fails to identify conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,7,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,13,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,17,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,18,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,20,Rationalizes conflicting instructions,FAIL
Camel,deepseek-v3,Instruction Logic Conflict,23,Rationalizes conflicting instructions,FAIL
